Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
85050,Phoenix,AZ,33.683603,-111.99271,-7,0,"33.683603, -111.99271"
76525,Evant,TX,31.485242,-98.19084,-6,1,"31.485242, -98.19084"
76657,McGregor,TX,31.416926,-97.40095,-6,1,"31.416926, -97.40095"
77024,Houston,TX,29.773994,-95.51771,-6,1,"29.773994, -95.51771"
77961,Francitas,TX,28.861398,-96.34404,-6,1,"28.861398, -96.34404"
56678,Solway,MN,47.508863,-95.11397,-6,1,"47.508863, -95.11397"
58353,Mylo,ND,48.636915,-99.61665,-6,1,"48.636915, -99.61665"
49779,Rogers City,MI,45.413252,-83.83626,-5,1,"45.413252, -83.83626"
50405,Lake Mills,IA,43.418395,-93.525253,-6,1,"43.418395, -93.525253"
50799,Waterloo,IA,42.469768,-92.309475,-6,1,"42.469768, -92.309475"
53201,Milwaukee,WI,43.011264,-87.958409,-6,1,"43.011264, -87.958409"
53777,Madison,WI,43.06956,-89.423861,-6,1,"43.06956, -89.423861"
54013,Glenwood City,WI,45.06461,-92.18504,-6,1,"45.06461, -92.18504"
45107,Blanchester,OH,39.293634,-83.97584,-5,1,"39.293634, -83.97584"
46958,Mexico,IN,40.820851,-86.11735,-5,0,"40.820851, -86.11735"
55589,Monticello,MN,45.200875,-93.888099,-6,1,"45.200875, -93.888099"
48144,Lambertville,MI,41.754298,-83.63047,-5,1,"41.754298, -83.63047"
29041,Davis Station,SC,33.688373,-80.208109,-5,1,"33.688373, -80.208109"
30725,Flintstone,GA,34.932348,-85.35064,-5,1,"34.932348, -85.35064"
44452,North Lima,OH,40.951859,-80.6549,-5,1,"40.951859, -80.6549"
37152,Ridgetop,TN,36.396821,-86.76679,-6,1,"36.396821, -86.76679"
38159,Memphis,TN,35.201738,-89.971538,-6,1,"35.201738, -89.971538"
39171,Thomastown,MS,32.753923,-89.52414,-6,1,"32.753923, -89.52414"
22903,Charlottesville,VA,38.026342,-78.5348,-5,1,"38.026342, -78.5348"
23110,Mattaponi,VA,37.571544,-76.78066,-5,1,"37.571544, -76.78066"
23518,Norfolk,VA,36.916497,-76.21796,-5,1,"36.916497, -76.21796"
24034,Roanoke,VA,37.274175,-79.95786,-5,1,"37.274175, -79.95786"
27243,Efland,NC,36.082138,-79.18649,-5,1,"36.082138, -79.18649"
28092,Lincolnton,NC,35.473447,-81.24094,-5,1,"35.473447, -81.24094"
31051,Lilly,GA,32.148624,-83.88003,-5,1,"32.148624, -83.88003"
31079,Rochelle,GA,31.933079,-83.45722,-5,1,"31.933079, -83.45722"
31532,Denton,GA,31.718382,-82.73595,-5,1,"31.718382, -82.73595"
24867,New Richmond,WV,37.568981,-81.49308,-5,1,"37.568981, -81.49308"
25565,Spurlockville,WV,38.106045,-81.99598,-5,1,"38.106045, -81.99598"
25836,Eccles,WV,37.777391,-81.26443,-5,1,"37.777391, -81.26443"
74076,Stillwater,OK,36.072372,-97.055141,-6,1,"36.072372, -97.055141"
75143,Kemp,TX,32.348007,-96.21035,-6,1,"32.348007, -96.21035"
80466,Nederland,CO,39.964486,-105.50805,-7,1,"39.964486, -105.50805"
80477,Steamboat Springs,CO,40.348242,-106.92691,-7,1,"40.348242, -106.92691"
95251,Vallecito,CA,38.075897,-120.46544,-8,1,"38.075897, -120.46544"
15559,Schellsburg,PA,40.058077,-78.66391,-5,1,"40.058077, -78.66391"
18044,Easton,PA,40.693376,-75.471156,-5,1,"40.693376, -75.471156"
06475,Old Saybrook,CT,41.289348,-72.38285,-5,1,"41.289348, -72.38285"
07040,Maplewood,NJ,40.728901,-74.26821,-5,1,"40.728901, -74.26821"
10022,New York,NY,40.759015,-73.96732,-5,1,"40.759015, -73.96732"
10171,New York,NY,40.756099,-73.97401,-5,1,"40.756099, -73.97401"
20751,Deale,MD,38.786949,-76.55335,-5,1,"38.786949, -76.55335"
25112,Institute,WV,38.282497,-81.56514,-5,1,"38.282497, -81.56514"
14001,Akron,NY,43.024559,-78.50414,-5,1,"43.024559, -78.50414"
04490,Topsfield,ME,45.426462,-67.76009,-5,1,"45.426462, -67.76009"
74354,Miami,OK,36.880746,-94.87142,-6,1,"36.880746, -94.87142"
75453,Lone Oak,TX,32.952736,-95.94594,-6,1,"32.952736, -95.94594"
75865,Woodlake,TX,31.105786,-95.138794,-6,1,"31.105786, -95.138794"
77703,Beaumont,TX,30.112312,-94.11736,-6,1,"30.112312, -94.11736"
80914,Colorado Springs,CO,38.819195,-104.701177,-7,1,"38.819195, -104.701177"
81610,Dinosaur,CO,40.334542,-108.76266,-7,1,"40.334542, -108.76266"
83722,Boise,ID,43.459855,-116.243984,-7,1,"43.459855, -116.243984"
84078,Vernal,UT,40.514262,-109.54223,-7,1,"40.514262, -109.54223"
85033,Phoenix,AZ,33.496091,-112.21405,-7,0,"33.496091, -112.21405"
78853,Eagle Pass,TX,28.679006,-100.478373,-6,1,"28.679006, -100.478373"
79950,El Paso,TX,31.694842,-106.299987,-7,1,"31.694842, -106.299987"
95386,Waterford,CA,37.645632,-120.73812,-8,1,"37.645632, -120.73812"
95838,Sacramento,CA,38.641223,-121.4417,-8,1,"38.641223, -121.4417"
87573,Tererro,NM,35.795217,-105.65799,-7,1,"35.795217, -105.65799"
91610,Toluca Lake,CA,33.786594,-118.298662,-8,1,"33.786594, -118.298662"
99627,McGrath,AK,62.94914,-155.57265,-9,1,"62.94914, -155.57265"
28767,Old Fort,NC,35.640648,-82.165546,-5,1,"35.640648, -82.165546"
30161,Rome,GA,34.253343,-85.15312,-5,1,"34.253343, -85.15312"
30337,Atlanta,GA,33.646984,-84.4538,-5,1,"33.646984, -84.4538"
31407,Savannah,GA,32.162963,-81.17233,-5,1,"32.162963, -81.17233"
35263,Birmingham,AL,33.522505,-86.80939,-6,1,"33.522505, -86.80939"
36373,Shorterville,AL,31.52151,-85.1146,-6,1,"31.52151, -85.1146"
37118,Milton,TN,35.929221,-86.18393,-6,1,"35.929221, -86.18393"
37133,Murfreesboro,TN,35.859565,-86.420958,-6,1,"35.859565, -86.420958"
37379,Soddy Daisy,TN,35.269694,-85.16227,-5,1,"35.269694, -85.16227"
45148,Midland,OH,39.290475,-83.88767,-5,1,"39.290475, -83.88767"
46170,Putnamville,IN,39.668441,-86.828402,-5,0,"39.668441, -86.828402"
41568,Stopover,KY,37.49947,-82.05643,-5,1,"37.49947, -82.05643"
42364,Pellville,KY,37.827235,-86.804814,-6,1,"37.827235, -86.804814"
05252,East Arlington,VT,43.065891,-73.07824,-5,1,"43.065891, -73.07824"
06021,Colebrook,CT,42.027797,-73.11835,-5,1,"42.027797, -73.11835"
06418,Derby,CT,41.323005,-73.08433,-5,1,"41.323005, -73.08433"
00957,Bayamon,PR,18.369674,-66.18669,-4,0,"18.369674, -66.18669"
22954,Massies Mill,VA,37.790887,-79.00334,-5,1,"37.790887, -79.00334"
24549,Dry Fork,VA,36.710985,-79.48517,-5,1,"36.710985, -79.48517"
25361,Charleston,WV,38.296818,-81.554655,-5,1,"38.296818, -81.554655"
18640,Pittston,PA,41.317242,-75.77942,-5,1,"41.317242, -75.77942"
30260,Morrow,GA,33.58776,-84.33011,-5,1,"33.58776, -84.33011"
30367,Atlanta,GA,33.789255,-84.387276,-5,1,"33.789255, -84.387276"
30424,Dover,GA,32.767634,-81.629062,-5,1,"32.767634, -81.629062"
31725,Brinson,GA,30.945016,-84.72284,-5,1,"30.945016, -84.72284"
91406,Van Nuys,CA,34.201491,-118.49376,-8,1,"34.201491, -118.49376"
92382,Running Springs,CA,34.205626,-117.10499,-8,1,"34.205626, -117.10499"
94019,Half Moon Bay,CA,37.47584,-122.44323,-8,1,"37.47584, -122.44323"
94204,Sacramento,CA,38.377411,-121.444429,-8,1,"38.377411, -121.444429"
96790,Kula,HI,20.724391,-156.34031,-10,0,"20.724391, -156.34031"
88262,McDonald,NM,33.148388,-103.35216,-7,1,"33.148388, -103.35216"
89156,Las Vegas,NV,36.201612,-115.03358,-8,1,"36.201612, -115.03358"
20539,Washington,DC,38.893311,-77.014647,-5,1,"38.893311, -77.014647"
21278,Baltimore,MD,39.284707,-76.620489,-5,1,"39.284707, -76.620489"
63034,Florissant,MO,38.832863,-90.29051,-6,1,"38.832863, -90.29051"
79039,Groom,TX,35.235628,-101.10183,-6,1,"35.235628, -101.10183"
73371,Ames,OK,36.248359,-98.189412,-6,1,"36.248359, -98.189412"
76596,Gatesville,TX,31.390196,-97.799309,-6,1,"31.390196, -97.799309"
77561,Hardin,TX,30.154264,-94.72677,-6,1,"30.154264, -94.72677"
83601,Atlanta,ID,43.801588,-115.13085,-7,1,"43.801588, -115.13085"
84643,Mayfield,UT,39.111512,-111.69904,-7,1,"39.111512, -111.69904"
85717,Tucson,AZ,31.970131,-111.890713,-7,0,"31.970131, -111.890713"
86015,Bellemont,AZ,35.235694,-111.83,-7,0,"35.235694, -111.83"
65898,Springfield,MO,37.180349,-93.295137,-6,1,"37.180349, -93.295137"
66117,Kansas City,KS,39.096551,-94.749538,-6,1,"39.096551, -94.749538"
66858,Lincolnville,KS,38.473549,-96.95611,-6,1,"38.473549, -96.95611"
56738,Newfolden,MN,48.348745,-96.32534,-6,1,"48.348745, -96.32534"
58228,Emerado,ND,47.882652,-97.35564,-6,1,"47.882652, -97.35564"
48829,Edmore,MI,43.404412,-85.03033,-5,1,"43.404412, -85.03033"
41007,California,KY,38.910255,-84.28194,-5,1,"38.910255, -84.28194"
33429,Boca Raton,FL,26.645895,-80.430269,-5,1,"26.645895, -80.430269"
35774,Trenton,AL,34.752369,-86.22634,-6,1,"34.752369, -86.22634"
36257,De Armanville,AL,33.762195,-85.837828,-6,1,"33.762195, -85.837828"
43157,Thurston,OH,39.843864,-82.54555,-5,1,"39.843864, -82.54555"
46555,North Webster,IN,41.328153,-85.6852,-5,0,"41.328153, -85.6852"
47201,Columbus,IN,39.185341,-85.9456,-5,0,"39.185341, -85.9456"
36758,Plantersville,AL,32.639376,-86.91034,-6,1,"32.639376, -86.91034"
37143,Pegram,TN,36.121471,-87.04467,-6,1,"36.121471, -87.04467"
37191,Woodlawn,TN,36.503792,-87.54263,-6,1,"36.503792, -87.54263"
53158,Pleasant Prairie,WI,42.529075,-87.87201,-6,1,"42.529075, -87.87201"
38952,Schlater,MS,33.63788,-90.33746,-6,1,"33.63788, -90.33746"
60628,Chicago,IL,41.695434,-87.62255,-6,1,"41.695434, -87.62255"
62809,Barnhill,IL,38.268959,-88.34267,-6,1,"38.268959, -88.34267"
64085,Richmond,MO,39.311978,-93.96947,-6,1,"39.311978, -93.96947"
72080,Jerusalem,AR,35.567694,-92.82756,-6,1,"35.567694, -92.82756"
73841,Fort Supply,OK,36.557966,-99.57425,-6,1,"36.557966, -99.57425"
74029,Dewey,OK,36.808722,-95.92617,-6,1,"36.808722, -95.92617"
83119,Fairview,WY,42.683338,-110.99847,-7,1,"42.683338, -110.99847"
77803,Bryan,TX,30.678097,-96.37639,-6,1,"30.678097, -96.37639"
66520,Olsburg,KS,39.417531,-96.59975,-6,1,"39.417531, -96.59975"
58359,Orrin,ND,48.091057,-100.1644,-6,1,"48.091057, -100.1644"
59915,Elmo,MT,47.829886,-114.39536,-7,1,"47.829886, -114.39536"
16436,Spring Creek,PA,41.860822,-79.51047,-5,1,"41.860822, -79.51047"
18966,Southampton,PA,40.184745,-75.00831,-5,1,"40.184745, -75.00831"
13838,Sidney,NY,42.304177,-75.39563,-5,1,"42.304177, -75.39563"
14820,Cameron Mills,NY,42.192615,-77.35979,-5,1,"42.192615, -77.35979"
15444,Hiller,PA,40.011146,-79.90541,-5,1,"40.011146, -79.90541"
26570,Fairview,WV,39.642393,-80.23405,-5,1,"39.642393, -80.23405"
30602,Athens,GA,33.948432,-83.3749,-5,1,"33.948432, -83.3749"
30212,Experiment,GA,33.278205,-84.288803,-5,1,"33.278205, -84.288803"
32669,Newberry,FL,29.640613,-82.59446,-5,1,"29.640613, -82.59446"
33650,Tampa,FL,27.871964,-82.438841,-5,1,"27.871964, -82.438841"
33980,Port Charlotte,FL,26.983094,-82.05972,-5,1,"26.983094, -82.05972"
34228,Longboat Key,FL,27.396931,-82.64475,-5,1,"27.396931, -82.64475"
35246,Birmingham,AL,33.544622,-86.929208,-6,1,"33.544622, -86.929208"
38579,Quebeck,TN,35.817417,-85.55772,-6,1,"35.817417, -85.55772"
40104,Battletown,KY,38.087303,-86.35414,-5,1,"38.087303, -86.35414"
43912,Bridgeport,OH,40.074284,-80.77447,-5,1,"40.074284, -80.77447"
47104,Bethlehem,IN,38.539899,-85.421753,-5,1,"38.539899, -85.421753"
54220,Manitowoc,WI,44.096194,-87.68919,-6,1,"44.096194, -87.68919"
55377,Santiago,MN,45.540181,-93.815434,-6,1,"45.540181, -93.815434"
49309,Bitely,MI,43.747881,-85.86094,-5,1,"43.747881, -85.86094"
42713,Bonnieville,KY,37.381189,-85.88175,-6,1,"37.381189, -85.88175"
14033,Colden,NY,42.655098,-78.68472,-5,1,"42.655098, -78.68472"
17057,Middletown,PA,40.201341,-76.73557,-5,1,"40.201341, -76.73557"
20423,Washington,DC,38.893311,-77.014647,-5,1,"38.893311, -77.014647"
21835,Linkwood,MD,38.540293,-75.94596,-5,1,"38.540293, -75.94596"
22746,Viewtown,VA,38.638635,-78.03061,-5,1,"38.638635, -78.03061"
23306,Belle Haven,VA,37.560093,-75.86182,-5,1,"37.560093, -75.86182"
02902,Providence,RI,41.81835,-71.424851,-5,1,"41.81835, -71.424851"
05072,Strafford,VT,43.890244,-72.39364,-5,1,"43.890244, -72.39364"
07197,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
08362,Vineland,NJ,39.271264,-75.027671,-5,1,"39.271264, -75.027671"
25774,Huntington,WV,38.413384,-82.277401,-5,1,"38.413384, -82.277401"
29503,Florence,SC,34.062999,-79.650627,-5,1,"34.062999, -79.650627"
11704,West Babylon,NY,40.719249,-73.35829,-5,1,"40.719249, -73.35829"
26675,Keslers Cross Lanes,WV,38.318389,-80.834152,-5,1,"38.318389, -80.834152"
75401,Greenville,TX,33.15023,-96.11289,-6,1,"33.15023, -96.11289"
77019,Houston,TX,29.752528,-95.39923,-6,1,"29.752528, -95.39923"
83834,Harvard,ID,46.973846,-116.71663,-8,1,"46.973846, -116.71663"
84014,Centerville,UT,40.927244,-111.87682,-7,1,"40.927244, -111.87682"
85775,Tucson,AZ,31.970131,-111.890713,-7,0,"31.970131, -111.890713"
14458,Lima,NY,42.855029,-77.668326,-5,1,"42.855029, -77.668326"
14538,Pultneyville,NY,43.283582,-77.142027,-5,1,"43.283582, -77.142027"
16257,Snydersburg,PA,41.202325,-79.453751,-5,1,"41.202325, -79.453751"
16412,Edinboro,PA,41.875896,-80.15129,-5,1,"41.875896, -80.15129"
03765,Haverhill,NH,44.037125,-72.05658,-5,1,"44.037125, -72.05658"
04350,Litchfield,ME,44.174052,-69.93363,-5,1,"44.174052, -69.93363"
06781,Pequabuck,CT,41.669898,-72.99145,-5,1,"41.669898, -72.99145"
07014,Clifton,NJ,40.834049,-74.13669,-5,1,"40.834049, -74.13669"
07101,Newark,NJ,40.736101,-74.22509,-5,1,"40.736101, -74.22509"
07702,Shrewsbury,NJ,40.329128,-74.06315,-5,1,"40.329128, -74.06315"
20156,Gainesville,VA,38.721912,-77.466897,-5,1,"38.721912, -77.466897"
21122,Pasadena,MD,39.125776,-76.51863,-5,1,"39.125776, -76.51863"
21826,Fruitland,MD,38.322867,-75.62088,-5,1,"38.322867, -75.62088"
23434,Suffolk,VA,36.735893,-76.59656,-5,1,"36.735893, -76.59656"
75092,Sherman,TX,33.649938,-96.65387,-6,1,"33.649938, -96.65387"
76802,Early,TX,31.747887,-98.93928,-6,1,"31.747887, -98.93928"
84042,Lindon,UT,40.338552,-111.7162,-7,1,"40.338552, -111.7162"
84308,Cornish,UT,41.944253,-111.973275,-7,1,"41.944253, -111.973275"
95660,North Highlands,CA,38.676103,-121.37656,-8,1,"38.676103, -121.37656"
97228,Portland,OR,45.580557,-122.374776,-8,1,"45.580557, -122.374776"
97292,Portland,OR,45.580557,-122.374776,-8,1,"45.580557, -122.374776"
87532,Espanola,NM,35.990548,-106.08036,-7,1,"35.990548, -106.08036"
89026,Jean,NV,35.927901,-114.972061,-8,1,"35.927901, -114.972061"
89505,Reno,NV,39.52241,-119.835275,-8,1,"39.52241, -119.835275"
98171,Seattle,WA,47.432251,-121.803388,-8,1,"47.432251, -121.803388"
99350,Prosser,WA,46.208571,-119.74507,-8,1,"46.208571, -119.74507"
92036,Julian,CA,33.02757,-116.53109,-8,1,"33.02757, -116.53109"
07940,Madison,NJ,40.75875,-74.41609,-5,1,"40.75875, -74.41609"
25818,Bradley,WV,37.865746,-81.19244,-5,1,"37.865746, -81.19244"
00738,Fajardo,PR,18.32265,-65.66116,-4,0,"18.32265, -65.66116"
00841,Frederiksted,VI,17.734211,-64.734694,-4,0,"17.734211, -64.734694"
28654,Moravian Falls,NC,36.073489,-81.16056,-5,1,"36.073489, -81.16056"
28674,North Wilkesboro,NC,36.216247,-81.207166,-5,1,"36.216247, -81.207166"
29447,Grover,SC,33.086324,-80.62279,-5,1,"33.086324, -80.62279"
30122,Lithia Springs,GA,33.776137,-84.64484,-5,1,"33.776137, -84.64484"
26503,Morgantown,WV,39.636606,-79.895639,-5,1,"39.636606, -79.895639"
27917,Barco,NC,36.388493,-75.98097,-5,1,"36.388493, -75.98097"
43550,Okolona,OH,41.326664,-84.111701,-5,1,"41.326664, -84.111701"
65659,Goodson,MO,37.746461,-93.2482,-6,1,"37.746461, -93.2482"
66854,Hartford,KS,38.281776,-95.9686,-6,1,"38.281776, -95.9686"
69127,Brule,NE,41.091667,-101.89092,-7,1,"41.091667, -101.89092"
59106,Billings,MT,45.777818,-108.66944,-7,1,"45.777818, -108.66944"
59821,Arlee,MT,47.169203,-114.05215,-7,1,"47.169203, -114.05215"
61264,Milan,IL,41.426583,-90.57639,-6,1,"41.426583, -90.57639"
61433,Fiatt,IL,40.449305,-90.161761,-6,1,"40.449305, -90.161761"
62082,Roodhouse,IL,39.481469,-90.33999,-6,1,"39.481469, -90.33999"
62263,Nashville,IL,38.346578,-89.38453,-6,1,"38.346578, -89.38453"
98064,Kent,WA,47.432251,-121.803388,-8,1,"47.432251, -121.803388"
98178,Seattle,WA,47.497971,-122.24664,-8,1,"47.497971, -122.24664"
98569,Ocean Shores,WA,46.983877,-124.15607,-8,1,"46.983877, -124.15607"
95722,Meadow Vista,CA,39.005098,-121.01891,-8,1,"39.005098, -121.01891"
96027,Etna,CA,41.414707,-122.96832,-8,1,"41.414707, -122.96832"
97131,Nehalem,OR,45.715015,-123.88233,-8,1,"45.715015, -123.88233"
97314,Salem,OR,44.965541,-123.006606,-8,1,"44.965541, -123.006606"
67514,Arlington,KS,37.876541,-98.18757,-6,1,"37.876541, -98.18757"
68758,Newman Grove,NE,41.769497,-97.79839,-6,1,"41.769497, -97.79839"
68956,Kenesaw,NE,40.642616,-98.67681,-6,1,"40.642616, -98.67681"
71115,Shreveport,LA,32.350987,-93.62938,-6,1,"32.350987, -93.62938"
79092,Vega,TX,35.209649,-102.42611,-6,1,"35.209649, -102.42611"
90610,Whittier,CA,33.786594,-118.298662,-8,1,"33.786594, -118.298662"
92059,Pala,CA,33.369249,-117.07236,-8,1,"33.369249, -117.07236"
93424,Avila Beach,CA,35.18554,-120.72583,-8,1,"35.18554, -120.72583"
95116,San Jose,CA,37.34964,-121.8544,-8,1,"37.34964, -121.8544"
80977,Colorado Springs,CO,38.82469,-104.562027,-7,1,"38.82469, -104.562027"
83661,Payette,ID,44.079947,-116.89433,-7,1,"44.079947, -116.89433"
65622,Buffalo,MO,37.630577,-93.10129,-6,1,"37.630577, -93.10129"
66740,Galesburg,KS,37.464733,-95.37039,-6,1,"37.464733, -95.37039"
45871,New Knoxville,OH,40.491725,-84.31129,-5,1,"40.491725, -84.31129"
46077,Zionsville,IN,39.960858,-86.28252,-5,0,"39.960858, -86.28252"
46628,South Bend,IN,41.700776,-86.30357,-5,0,"41.700776, -86.30357"
48216,Detroit,MI,42.328338,-83.07805,-5,1,"42.328338, -83.07805"
40289,Louisville,KY,38.188962,-85.676819,-5,1,"38.188962, -85.676819"
40618,Frankfort,KY,38.234133,-84.874809,-5,1,"38.234133, -84.874809"
37657,Flag Pond,TN,36.011662,-82.56056,-5,1,"36.011662, -82.56056"
58337,Hamberg,ND,47.587372,-99.667737,-6,1,"47.587372, -99.667737"
60097,Wonder Lake,IL,42.384504,-88.3495,-6,1,"42.384504, -88.3495"
62982,Rosiclare,IL,37.426076,-88.34815,-6,1,"37.426076, -88.34815"
55784,Swan River,MN,47.061875,-93.20456,-6,1,"47.061875, -93.20456"
58076,Wahpeton,ND,46.271839,-96.608142,-6,1,"46.271839, -96.608142"
52053,Holy Cross,IA,42.631604,-90.96492,-6,1,"42.631604, -90.96492"
48630,Houghton Lake Heights,MI,44.327064,-84.77405,-5,1,"44.327064, -84.77405"
48758,Richville,MI,43.407321,-83.676156,-5,1,"43.407321, -83.676156"
48806,Ashley,MI,43.179346,-84.50765,-5,1,"43.179346, -84.50765"
49019,Kalamazoo,MI,42.245412,-85.529858,-5,1,"42.245412, -85.529858"
43768,Old Washington,OH,40.038503,-81.44232,-5,1,"40.038503, -81.44232"
02838,Manville,RI,41.968698,-71.47503,-5,1,"41.968698, -71.47503"
04846,Glen Cove,ME,44.131005,-69.091111,-5,1,"44.131005, -69.091111"
06921,Stamford,CT,41.049866,-73.53796,-5,1,"41.049866, -73.53796"
13901,Binghamton,NY,42.142575,-75.88783,-5,1,"42.142575, -75.88783"
14783,Steamburg,NY,42.100539,-78.87967,-5,1,"42.100539, -78.87967"
16627,Coalport,PA,40.753504,-78.52097,-5,1,"40.753504, -78.52097"
16856,Mingoville,PA,40.929263,-77.64581,-5,1,"40.929263, -77.64581"
25572,Woodville,WV,38.187456,-81.901236,-5,1,"38.187456, -81.901236"
26215,Cleveland,WV,38.716238,-80.39927,-5,1,"38.716238, -80.39927"
22654,Star Tannery,VA,39.04494,-78.47377,-5,1,"39.04494, -78.47377"
18063,Martins Creek,PA,40.781918,-75.18589,-5,1,"40.781918, -75.18589"
18449,Orson,PA,41.615989,-75.274708,-5,1,"41.615989, -75.274708"
19397,Southeastern,PA,39.983153,-75.748055,-5,1,"39.983153, -75.748055"
19545,New Berlinville,PA,40.340392,-75.63082,-5,1,"40.340392, -75.63082"
19685,Muhlenberg,PA,40.378451,-75.917477,-5,1,"40.378451, -75.917477"
28603,Hickory,NC,35.679876,-81.287181,-5,1,"35.679876, -81.287181"
29409,Charleston,SC,32.84885,-79.85773,-5,1,"32.84885, -79.85773"
78122,Leesville,TX,29.425729,-97.7365,-6,1,"29.425729, -97.7365"
54625,Dodge,WI,44.130528,-91.52601,-6,1,"44.130528, -91.52601"
55572,Maple Plain,MN,45.015914,-93.47188,-6,1,"45.015914, -93.47188"
59421,Cascade,MT,47.223693,-111.70821,-7,1,"47.223693, -111.70821"
61439,Henderson,IL,41.02572,-90.35566,-6,1,"41.02572, -90.35566"
64789,Vista,MO,38.024133,-93.781478,-6,1,"38.024133, -93.781478"
65347,Nelson,MO,38.99158,-93.04083,-6,1,"38.99158, -93.04083"
68063,Uehling,NE,41.733433,-96.50454,-6,1,"41.733433, -96.50454"
71858,Rosston,AR,33.551439,-93.28269,-6,1,"33.551439, -93.28269"
56556,Mcintosh,MN,47.656231,-95.88214,-6,1,"47.656231, -95.88214"
57246,Labolt,SD,45.048009,-96.66287,-6,1,"45.048009, -96.66287"
62570,Tovey,IL,39.588585,-89.44945,-6,1,"39.588585, -89.44945"
63939,Fairdealing,MO,36.647754,-90.68117,-6,1,"36.647754, -90.68117"
73642,Durham,OK,35.851512,-99.90119,-6,1,"35.851512, -99.90119"
74333,Bluejacket,OK,36.802232,-95.07782,-6,1,"36.802232, -95.07782"
50162,Melbourne,IA,41.939663,-93.07114,-6,1,"41.939663, -93.07114"
52635,Lockridge,IA,40.991682,-91.75175,-6,1,"40.991682, -91.75175"
52742,De Witt,IA,41.825848,-90.52951,-6,1,"41.825848, -90.52951"
53082,Sheboygan,WI,43.718294,-87.618716,-6,1,"43.718294, -87.618716"
53574,New Glarus,WI,42.81636,-89.64075,-6,1,"42.81636, -89.64075"
54232,Saint Nazianz,WI,44.008575,-87.92456,-6,1,"44.008575, -87.92456"
56218,Boyd,MN,44.838823,-95.94042,-6,1,"44.838823, -95.94042"
56363,Pease,MN,45.697362,-93.646503,-6,1,"45.697362, -93.646503"
57010,Burbank,SD,42.819124,-96.8163,-6,1,"42.819124, -96.8163"
42166,Summer Shade,KY,36.86322,-85.71774,-6,1,"36.86322, -85.71774"
45481,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
30353,Atlanta,GA,33.844371,-84.47405,-5,1,"33.844371, -84.47405"
30581,Wiley,GA,34.797611,-83.42329,-5,1,"34.797611, -83.42329"
46064,Pendleton,IN,39.997694,-85.75075,-5,0,"39.997694, -85.75075"
47907,West Lafayette,IN,40.424923,-86.916215,-5,0,"40.424923, -86.916215"
49079,Paw Paw,MI,42.22514,-85.90002,-5,1,"42.22514, -85.90002"
16355,East Fairfield,PA,41.562679,-80.062136,-5,1,"41.562679, -80.062136"
17270,Williamson,PA,39.851731,-77.7993,-5,1,"39.851731, -77.7993"
18054,Green Lane,PA,40.343587,-75.44613,-5,1,"40.343587, -75.44613"
08319,Estell Manor,NJ,39.376099,-74.81456,-5,1,"39.376099, -74.81456"
28150,Shelby,NC,35.315118,-81.55584,-5,1,"35.315118, -81.55584"
28464,Teachey,NC,34.772249,-78.01392,-5,1,"34.772249, -78.01392"
28796,East Flat Rock,NC,35.29118,-82.41453,-5,1,"35.29118, -82.41453"
12978,Redford,NY,44.664956,-73.761204,-5,1,"44.664956, -73.761204"
13153,Skaneateles Falls,NY,42.991112,-76.451147,-5,1,"42.991112, -76.451147"
24595,Sweet Briar,VA,37.556248,-79.08249,-5,1,"37.556248, -79.08249"
24822,Clear Fork,WV,37.62127,-81.69408,-5,1,"37.62127, -81.69408"
24881,Roderfield,WV,37.444527,-81.69146,-5,1,"37.444527, -81.69146"
20618,Bushwood,MD,38.270124,-76.79155,-5,1,"38.270124, -76.79155"
21505,Cumberland,MD,39.594043,-78.843432,-5,1,"39.594043, -78.843432"
14304,Niagara Falls,NY,43.091106,-78.96249,-5,1,"43.091106, -78.96249"
94615,Oakland,CA,37.806677,-122.30038,-8,1,"37.806677, -122.30038"
93013,Carpinteria,CA,34.402194,-119.52308,-8,1,"34.402194, -119.52308"
97812,Arlington,OR,45.57852,-120.17301,-8,1,"45.57852, -120.17301"
01940,Lynnfield,MA,42.527895,-71.02834,-5,1,"42.527895, -71.02834"
02144,Somerville,MA,42.399546,-71.12165,-5,1,"42.399546, -71.12165"
02162,Newton,MA,42.331896,-71.25405,-5,1,"42.331896, -71.25405"
03046,Dunbarton,NH,43.102146,-71.602132,-5,1,"43.102146, -71.602132"
61036,Galena,IL,42.400744,-90.39738,-6,1,"42.400744, -90.39738"
62686,Standard City,IL,39.350726,-89.78689,-6,1,"39.350726, -89.78689"
79779,Royalty,TX,31.459448,-103.188993,-6,1,"31.459448, -103.188993"
70810,Baton Rouge,LA,30.361609,-91.09041,-6,1,"30.361609, -91.09041"
71956,Mountain Pine,AR,34.663502,-93.23591,-6,1,"34.663502, -93.23591"
57633,Isabel,SD,45.448377,-101.44983,-7,1,"45.448377, -101.44983"
58503,Bismarck,ND,46.861794,-100.78026,-6,1,"46.861794, -100.78026"
58656,Taylor,ND,46.975615,-102.46219,-7,1,"46.975615, -102.46219"
59243,Lambert,MT,47.71754,-104.63734,-7,1,"47.71754, -104.63734"
